title,show_type,episodes,premiered,studios,source,genres,theme,age_rating,score,ranking,popularity_rank
Himitsu no Akko-chan: Umi da! Obake da!! Natsu Matsuri,Movie,1,Summer 1989,Toei Animation,Unknown,,,G - All Ages,5.861,97602,13441
Kamen Rider Fourze x Crayon Shin-chan,Special,4,Spring 2012,"None found, add some",Unknown,"Action, Comedy",,G - All Ages,5.861,97612,11254
Kami no Ue no Pilot,Music,1,Winter 2017,"None found, add some",Original,,Music,G - All Ages,5.861,97622,17097
Kemono Friends 2,TV,12,Winter 2019,Tomason,Game,"Adventure, Comedy","Anthropomorphic, Iyashikei",PG-13 - Teens 13 or older,5.861,97632,4678
The Legend of Kentauros,OVA,1,Winter 1988,Wako Productions,Manga,"Action, Drama",,R+ - Mild Nudity,5.861,97642,13129
Kimi no Matsu Mirai (Basho) e,ONA,1,Fall 2018,"None found, add some",Original,"Sci-Fi, Slice of Life",,G - All Ages,5.861,97652,10685
Loving Angel Angelique Chibi Adventure Special 2,Special,1,Spring 2007,"None found, add some",Unknown,"Adventure, Comedy",,G - All Ages,5.861,97662,12627
Spirit Warrior,OVA,3,Spring 1988,"AIC, Studio 88",Manga,"Action, Horror",Mythology,R+ - Mild Nudity,5.861,97672,9312
Baby Titanosaur Dooly: Adventure in the Ice Star,Movie,1,Summer 1996,"None found, add some",Unknown,,,PG - Children,5.851,97682,14506
All-Free kono Natsu Ichioshi Monogatari Campaign Kokuchi Douga,ONA,12,Summer 2016,"None found, add some",Original,Slice of Life,,G - All Ages,5.851,97692,9749
Angelique: Shiroi Tsubasa no Memoire,OVA,2,Spring 2000,Yumeta Company,Game,"Drama, Fantasy, Romance, Sci-Fi",,PG - Children,5.851,97702,8814
Anta e,Music,1,Fall 2013,"None found, add some",Original,Drama,Music,PG - Children,5.851,97712,14999
Bernard,TV,52,,RG Animation Studios,Original,Comedy,,G - All Ages,5.851,97722,10144
Bloody Bunny,TV,26,Summer 2012,Kachidoki Studio,Other,Comedy,,PG-13 - Teens 13 or older,5.851,97732,12881
Iczer Reborn,OVA,6,Fall 1990,"AIC, Darts",Original,"Action, Adventure, Sci-Fi",,R - 17+ (violence & profanity),5.851,97742,9124
Daikyouryuu Jidai,Movie,1,Summer 1979,Toei Animation,Unknown,Sci-Fi,,PG - Children,5.851,97752,12674
Duel Masters Victory V,TV,51,Spring 2012,"None found, add some",Original,"Action, Adventure, Comedy, Fantasy",,PG-13 - Teens 13 or older,5.851,97762,11753
Ginga Tetsudou 999: Shounen no Tabidachi to Wakare,Special,1,Spring 1982,Toei Animation,Unknown,"Adventure, Drama, Sci-Fi",Space,G - All Ages,5.851,97772,12941
Guardian Hearts,OVA,6,Spring 2003,Venet,Manga,"Comedy, Romance, Ecchi",School,R+ - Mild Nudity,5.851,97782,6280
Guardian Hearts-Power UP!,OVA,4,Winter 2005,Venet,Unknown,"Action, Comedy, Fantasy, Romance, Ecchi",Harem,R - 17+ (violence & profanity),5.851,97792,8410
Hakimono to Kasa no Monogatari,Music,1,Winter 2015,"None found, add some",Original,,Music,G - All Ages,5.851,97802,15204
Hashi no Mukou,ONA,1,Fall 2012,Iyasakadou Film,Unknown,"Horror, Supernatural",Historical,R - 17+ (violence & profanity),5.851,97812,10357
Hello Kitty in The Day the Big Clock Stopped,OVA,1,Summer 1992,"None found, add some",Unknown,Fantasy,,G - All Ages,5.851,97822,14587
Hello Kitty in The Dream Thief,OVA,1,Winter 1994,"None found, add some",Unknown,Fantasy,,G - All Ages,5.851,97832,14422
Fossil Thief and the Dinosaur Stones,ONA,1,,"None found, add some",Unknown,Adventure,,G - All Ages,5.851,97842,15509
Over the Sky,Movie,1,Fall 2020,Digital Network Animation,Original,"Drama, Fantasy",Isekai,None,5.851,97852,2649
Love Live! Sunshine!! Photo Session,Movie,10,Winter 2019,Sunrise,Original,Comedy,Idols (Female),PG-13 - Teens 13 or older,5.841,97862,9803
Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,Movie,1,Summer 1985,Pierrot,Original,,,G - All Ages,5.851,97872,10679
Mai no Mahou to Katei no Hi,Special,1,Winter 2011,P.A. Works,Original,Drama,,PG - Children,5.851,97882,10422
Mikeneko Holmes no Yuurei Joushu,OVA,1,Summer 1992,AIC,Novel,"Comedy, Drama, Mystery",Pets,PG-13 - Teens 13 or older,5.851,97892,13167
Kitty-Cat Fantasia,OVA,1,Winter 1992,animate Film,Manga,Comedy,Pets,G - All Ages,5.851,97902,11764
Nexus,Music,1,Fall 2011,"None found, add some",Unknown,,Music,G - All Ages,5.851,97912,7771
"Oyaji no, Imo no Kamisama.",Special,1,Winter 2015,"None found, add some",Unknown,Slice of Life,,G - All Ages,5.851,97922,13638
Princess Rouge,OVA,2,Fall 1997,J.C.Staff,Original,"Fantasy, Romance",,PG-13 - Teens 13 or older,5.851,97932,9946
Color Old Master Q,Movie,1,Summer 1981,"None found, add some",Unknown,"Action, Comedy",,G - All Ages,5.851,97942,14378
Ryo,Movie,1,Spring 2013,Gonzo,Original,"Action, Drama","Historical, Samurai",PG-13 - Teens 13 or older,5.851,97952,5185
Sarashimono,Music,1,Spring 2020,"None found, add some",Original,,Music,G - All Ages,5.851,97962,16819
Spirit Warrior,OVA,2,Spring 1994,Madhouse,Unknown,"Action, Horror",Mythology,R+ - Mild Nudity,5.851,97972,9878
Stitch! Perfect Memory,Special,1,Summer 2015,Shin-Ei Animation,Unknown,"Adventure, Comedy, Sci-Fi",,G - All Ages,5.851,97982,13527
Sukima no Kuni no Polta,TV,13,Fall 2005,"None found, add some",Unknown,Fantasy,,G - All Ages,5.851,97992,14420
T.P. Sakura: Time Paladin Sakura,OVA,2,Winter 2011,Nomad,Visual novel,Action,,G - All Ages,5.851,98002,7912
Time Bokan Series: Itadakiman,TV,20,Spring 1983,Tatsunoko Production,Unknown,,Mecha,R+ - Mild Nudity,5.851,98012,12099
Tokyo Cosmo,ONA,1,Fall 2015,"None found, add some",Original,"Fantasy, Slice of Life",,G - All Ages,5.851,98022,15955
Ulysses 31 Pilot,Special,1,,TMS Entertainment,Unknown,"Action, Adventure, Sci-Fi",Space,G - All Ages,5.851,98032,13172
The Lost Breakfast,ONA,1,Winter 2015,"None found, add some",Original,Avant Garde,Psychological,PG-13 - Teens 13 or older,5.851,98042,15046
Valhait Rising: Kandou e.,ONA,1,Summer 2016,Studio Colorido,Game,"Action, Adventure, Fantasy",Strategy Game,G - All Ages,5.851,98052,14344
Yell,Music,1,Summer 2009,"None found, add some",Original,,Music,G - All Ages,5.851,98062,16229
Masamune Datenicle,ONA,6,Spring 2016,"Gainax, Gaina",Original,Action,"Historical, Samurai, Super Power",PG-13 - Teens 13 or older,5.841,98072,8337
Melody,ONA,1,,"None found, add some",Unknown,Drama,,G - All Ages,5.841,98082,10699
Memories Off,OVA,3,Fall 2001,E&G Films,Visual novel,"Drama, Romance",,PG-13 - Teens 13 or older,5.841,98092,6850
Mobile Suit Gundam UC: A Phantom World,Special,1,Spring 2016,"None found, add some",Light novel,Action,Mecha,PG - Children,5.841,98102,10336
Mobile Suit SD Gundam Mk III,OVA,6,Spring 1990,Sunrise,Original,Sci-Fi,"Mecha, Parody",PG-13 - Teens 13 or older,5.841,98112,8713
Hakone-chan,TV,13,Fall 2015,"Production Reed, Asahi Production",Web manga,"Comedy, Slice of Life",,PG-13 - Teens 13 or older,5.841,98122,3644
Peeping Life: World History,ONA,40,Winter 2013,"None found, add some",Original,"Comedy, Slice of Life",Historical,G - All Ages,5.841,98132,12531
School Days ONA,ONA,1,Winter 2005,Animation Planet,Visual novel,"Drama, Romance","Love Polygon, School",R - 17+ (violence & profanity),5.841,98142,3230
Shikizakura,TV,12,Fall 2021,Sublimation,Manga,"Action, Drama, Sci-Fi",,PG-13 - Teens 13 or older,5.841,98152,4859
Shoko Nakagawa Prism Tour Special,Special,1,,Sunrise,Unknown,,Music,G - All Ages,5.841,98162,13569
Decent Work,ONA,1,Fall 2015,"None found, add some",Original,Avant Garde,,PG-13 - Teens 13 or older,5.841,98172,16362
Time Bokan Series: Gyakuten Ippatsuman,TV,58,Winter 1982,Tatsunoko Production,Unknown,"Action, Comedy, Sci-Fi",Mecha,PG-13 - Teens 13 or older,5.841,98182,11800
Ultraviolet: Code 044,TV,12,Summer 2008,Madhouse,Other,"Action, Sci-Fi",,R - 17+ (violence & profanity),5.841,98192,6740
Xianjing Chuanshuo RO: Shouhu Yongheng de Ai,ONA,1,Winter 2017,"None found, add some",Game,"Action, Fantasy",,G - All Ages,5.841,98202,12287
Comet Lucifer,TV,12,Fall 2015,8bit,Original,"Action, Adventure, Fantasy",Mecha,PG-13 - Teens 13 or older,5.841,98212,1747
Duel Masters,TV,26,Fall 2002,"Studio Hibari, A.C.G.T.",Manga,"Action, Comedy, Fantasy",Strategy Game,PG-13 - Teens 13 or older,5.841,98222,4104
Duel Masters VS,TV,49,Spring 2014,Ascension,Original,"Action, Adventure, Comedy, Fantasy",,PG-13 - Teens 13 or older,5.841,98232,11623
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita,ONA,4,Fall 2020,AQUA ARIS,Web manga,"Boys Love, Fantasy",,PG-13 - Teens 13 or older,5.841,98242,10060
Gregorio,Music,1,Fall 2012,"None found, add some",Music,,Music,G - All Ages,5.841,98252,14978
Han-Gyaku-Sei Million Arthur,ONA,1,Fall 2018,"None found, add some",Game,"Action, Adventure, Fantasy",,PG-13 - Teens 13 or older,5.841,98262,9848
RUN!,ONA,1,,"None found, add some",Original,Comedy,,G - All Ages,5.841,98272,11726
Human Lost: Ningen Shikkaku,Movie,1,Fall 2019,Polygon Pictures,Original,"Drama, Sci-Fi",Psychological,R - 17+ (violence & profanity),5.841,98282,4515
Karakuri Circus,Special,1,,"None found, add some",Manga,"Action, Mystery",,PG-13 - Teens 13 or older,5.841,98292,11136
Kare Baka: Wagahai no Kare wa Baka de R,ONA,8,Fall 2015,Sakura Create,Manga,"Comedy, Romance",School,PG-13 - Teens 13 or older,5.841,98302,6186
Kiss Shite Hoshii,Music,1,Fall 1987,"None found, add some",Music,,Music,G - All Ages,5.841,98312,17045
Love Love 7 DVD Specials,Special,7,Summer 2005,"None found, add some",Unknown,"Comedy, Ecchi",,PG-13 - Teens 13 or older,5.841,98322,9614
The Hyuga Episode of Kojiki,Movie,1,,"None found, add some",Unknown,,Historical,G - All Ages,5.841,98332,14319
Here Comes Koume!,TV,12,Summer 1999,Gainax,Manga,"Comedy, Romance, Slice of Life",,PG-13 - Teens 13 or older,5.841,98342,11248
Akubi Girl,TV,26,Spring 2006,Tatsunoko Production,Unknown,"Comedy, Fantasy",,PG - Children,5.831,98352,12297
Ayane's High Kick,OVA,2,Winter 1997,Rikuentai,Original,"Comedy, Sports",Combat Sports,PG-13 - Teens 13 or older,5.831,98362,7473
Ba La La Xiao Mo Xian: Qiji Wubu,TV,52,Spring 2013,"None found, add some",Original,Comedy,,G - All Ages,5.831,98372,12080
Babel II,OVA,4,Spring 1992,J.C.Staff,Unknown,"Action, Sci-Fi",Mecha,PG-13 - Teens 13 or older,5.831,98382,9424
Blue Reflection Ray!,ONA,24,Spring 2021,AQUA ARIS,Game,Comedy,,PG-13 - Teens 13 or older,5.831,98392,11601
Btooom!: Bakusatsu Digest,ONA,2,Fall 2012,Madhouse,Manga,Action,"High Stakes Game, Survival",R - 17+ (violence & profanity),5.831,98412,5203
Condom Battler Gorou: Revive,ONA,2,Fall 2021,"None found, add some",Original,Action,Parody,PG-13 - Teens 13 or older,5.831,98422,14027
Daitai 3-pun de Wakaru .hack History,ONA,1,Fall 2017,"None found, add some",Other,Comedy,Video Game,G - All Ages,5.831,98432,11186
Adventures of the Polar Cubs,Movie,1,Summer 1979,"None found, add some",Unknown,Adventure,,G - All Ages,5.831,98442,13614
Eleven Cats,Movie,1,Summer 1980,"None found, add some",Picture book,Fantasy,,G - All Ages,5.831,98452,12318
Kakyusei 2,TV,13,Fall 2004,Arms,Visual novel,"Comedy, Drama, Romance","Harem, School",R+ - Mild Nudity,5.831,98462,7046
Tayo the Little Bus Season 1,TV,26,Summer 2010,"None found, add some",Original,,Racing,G - All Ages,5.831,98472,15394
Kyoei Tankou-sho,ONA,1,Summer 2018,G-angle,Original,Sci-Fi,Mecha,G - All Ages,5.831,98482,16218
Licca: Mysterious Magical Ring,OVA,2,Summer 1991,Ajia-Do,Unknown,"Adventure, Fantasy",,G - All Ages,5.831,98492,12149
Ambassador Magma,OVA,13,Winter 1993,Tezuka Productions,Manga,"Action, Sci-Fi","Space, Super Power",PG-13 - Teens 13 or older,5.831,98502,11553
Marginal Prince: Gekkeiju no Ouji-tachi,TV,13,Fall 2006,Tokyo Kids,Visual novel,"Boys Love, Romance",School,PG-13 - Teens 13 or older,5.831,98502,5018
MSonic!,ONA,5,Summer 2017,LIDENFILMS,Game,"Action, Fantasy","Music, Strategy Game",PG - Children,5.831,98522,9631
Mu Di,Movie,1,,"None found, add some",Unknown,,Music,G - All Ages,5.831,98532,12593
Nenga no Kizuna,ONA,1,Fall 2014,"None found, add some",Unknown,Slice of Life,,G - All Ages,5.831,98542,14160
Face to Face,Movie,1,,"None found, add some",Original,"Avant Garde, Drama",,G - All Ages,5.831,98552,16278
Project HAL,ONA,3,Spring 2015,"None found, add some",Original,Action,Mecha,G - All Ages,5.831,98562,13023
Rara Maji,ONA,1,Winter 2017,A-1 Pictures,Game,Fantasy,"Music, Strategy Game",G - All Ages,5.831,98572,13087
Rara Maji,ONA,1,Winter 2017,A-1 Pictures,Game,Fantasy,"Music, Strategy Game",G - All Ages,5.831,98572,13087
Shoutai Hanmei Nameless Girl,Music,1,Summer 2021,"None found, add some",Original,,Music,G - All Ages,5.831,98582,17507
The Closet,Movie,1,,"None found, add some",Original,Drama,,G - All Ages,5.831,98592,14849
The SoulTaker: Tamashii-gari - Komugi Daisakusen,Special,3,,Tatsunoko Production,Original,Comedy,,PG-13 - Teens 13 or older,5.831,98592,10301
Wata no Kuni Hoshi Pilot,Special,1,Summer 2007,Mushi Production,Manga,Fantasy,Pets,G - All Ages,5.831,98612,13604
WAVE!! -Let's go surfing!!-,TV,12,Winter 2021,Asahi Production,Mixed media,"Slice of Life, Sports",,PG-13 - Teens 13 or older,5.831,98612,2861
Theatre of Darkness: Yamishibai 9,TV,13,Summer 2021,"ILCA, DRAWIZ",Original,"Avant Garde, Horror, Supernatural",,PG-13 - Teens 13 or older,5.831,98632,5715
Yasashi-sa,Music,1,Summer 2001,"None found, add some",Original,,Music,G - All Ages,5.831,98642,17246
Mangirl!,TV,13,Winter 2013,Doga Kobo,Manga,"Comedy, Slice of Life","CGDCT, Otaku Culture",PG-13 - Teens 13 or older,5.821,98652,3461
Mirai e no Kakehashi: Bridge for Future,ONA,6,Fall 2015,Gaina,Original,Slice of Life,,G - All Ages,5.821,98662,12858
Move to the Future,ONA,Unknown,Winter 2019,Signal.MD,Original,Sci-Fi,,G - All Ages,5.821,98672,13280
Naked Wolves,TV,52,Spring 2009,Kate Arrow,Original,"Action, Comedy, Sports",Combat Sports,PG - Children,5.821,98682,12756
Ogaki Matsuri ni Ikou yo!,ONA,1,Spring 2020,"None found, add some",Original,Romance,,G - All Ages,5.821,98692,12604
The Wizard of Oz,Movie,1,Fall 1982,Topcraft,Book,"Adventure, Fantasy",,G - All Ages,5.821,98702,12141
Pelican Road Club Caroucha,OVA,1,Summer 1986,Studio World,Manga,"Drama, Romance",,PG-13 - Teens 13 or older,5.821,98712,13199
Sailor Victory,OVA,2,Summer 1995,animate Film,Original,"Action, Comedy, Sci-Fi",Mecha,R+ - Mild Nudity,5.821,98722,10324
School Days: Valentine Days,OVA,1,Winter 2008,TNK,Visual novel,"Comedy, Romance",School,PG-13 - Teens 13 or older,5.821,98732,2643
Shounen Ashibe: Go! Go! Goma-chan 3,TV,32,Spring 2018,"Bridge, Husio Studio",4-koma manga,"Comedy, Slice of Life",,G - All Ages,5.821,98742,12827
Stratos 4 OVA: Stratos 4.1 - Dutch Roll,Special,1,Spring 2004,Studio Fantasia,Unknown,"Action, Sci-Fi","Military, Parody",PG-13 - Teens 13 or older,5.821,98752,12463
Tactical Roar Special,Special,1,Fall 2006,"None found, add some",Unknown,"Action, Comedy, Romance, Sci-Fi, Ecchi",Military,PG-13 - Teens 13 or older,5.821,98762,10303
"Tantei wa Mou, Shindeiru. Mini Anime",ONA,5,Spring 2021,ENGI,Light novel,Comedy,,PG-13 - Teens 13 or older,5.821,98772,12606
The Epic Of ZektBach,OVA,1,Spring 2011,AIC,Music,"Action, Fantasy, Supernatural",,R - 17+ (violence & profanity),5.821,98782,8175
THE iDOLM@STER Cinderella Girls: Starlight Stage - Shinshun! Happy New Year Campaign,Special,1,Winter 2018,"None found, add some",Game,,"Idols (Female), Music, Strategy Game",G - All Ages,5.821,98792,11764
The Lamp Man,ONA,1,Winter 2018,Live2D Creative Studio,Original,"Fantasy, Mystery",,PG - Children,5.821,98802,14927
Uchuusen Sagittarius Pilot,Special,1,,"None found, add some",Original,"Adventure, Sci-Fi",,G - All Ages,5.821,98812,15857
Visions of Frank,OVA,9,Fall 2005,"None found, add some",Unknown,Avant Garde,,PG-13 - Teens 13 or older,5.821,98822,12274
Yamato 2520,OVA,3,Fall 1994,Studio Take Off,Original,"Action, Adventure, Sci-Fi",Military,PG-13 - Teens 13 or older,5.821,98832,10253
Yugami-kun ni wa Tomodachi ga Inai,ONA,2,Fall 2013,A-1 Pictures,Manga,"Comedy, Romance, Slice of Life",School,PG-13 - Teens 13 or older,5.821,98842,8858
Yuukan Club,OVA,2,Summer 1991,Madhouse,Manga,"Comedy, Mystery",School,PG-13 - Teens 13 or older,5.821,98852,11889
Akuma Tou no Prince: Mitsume ga Tooru,Special,1,Summer 1985,Toei Animation,Unknown,"Adventure, Comedy, Supernatural",Mythology,PG-13 - Teens 13 or older,5.821,98862,12928
Akuma-kun: Youkoso Akuma Land e!!,Movie,1,Spring 1990,Toei Animation,Unknown,"Adventure, Fantasy, Horror, Supernatural",,G - All Ages,5.821,98872,13072
Aozora,Music,1,Summer 2005,"None found, add some",Original,,Music,G - All Ages,5.821,98882,15860
ARP Backstage Pass Special,Special,1,Summer 2020,Dynamo Pictures,Other,,"Idols (Male), Music",PG-13 - Teens 13 or older,5.821,98892,11626
Battle Girl High School,TV,12,Summer 2017,SILVER LINK.,Game,"Action, Sci-Fi",School,PG-13 - Teens 13 or older,5.821,98902,4010
Battle Spirits: Double Drive,TV,51,Spring 2016,Bandai Namco Pictures,Card game,Fantasy,Strategy Game,PG - Children,5.821,98902,10883
Candy.zip,Movie,1,,"None found, add some",Original,Award Winning,,PG-13 - Teens 13 or older,5.821,98922,14567
Ai-Mai-Mi,TV,13,Winter 2013,Seven,4-koma manga,"Comedy, Slice of Life",,PG-13 - Teens 13 or older,5.821,98932,3605
Cop Craft: Utsukushiki Onna Kishi! Toraware no Yousei wo Oe!,Special,1,Fall 2019,Millepensee,Light novel,"Action, Fantasy, Sci-Fi",Detective,R - 17+ (violence & profanity),5.821,98942,7343
Cure Miracle and Cure Mofurun's Magic Lesson,Movie,1,Fall 2016,"None found, add some",Original,"Action, Fantasy, Slice of Life",School,G - All Ages,5.821,98952,11484
Defend Love,Music,1,Winter 2010,"Sunrise, Telecom Animation Film",Original,"Adventure, Fantasy, Romance, Sci-Fi, Supernatural","Mecha, Music, Super Power",G - All Ages,5.821,98962,9815
D_Cide Traumerei the Animation,TV,13,Summer 2021,SANZIGEN,Mixed media,"Action, Drama, Fantasy",,PG-13 - Teens 13 or older,5.821,98972,4098
Genocyber,OVA,5,Spring 1994,Artmic,Manga,"Action, Horror, Sci-Fi","Gore, Mecha, Psychological",R - 17+ (violence & profanity),5.821,98982,3400
Gon,TV,50,Spring 2012,Daewon Media,Manga,"Action, Adventure",Anthropomorphic,G - All Ages,5.821,98992,10041
Haru wa Kuru,ONA,1,Winter 2012,Studio 4°C,Original,Adventure,,G - All Ages,5.821,99002,12233
Star Cat Fullhouse,OVA,4,Summer 1989,Artland,Original,"Comedy, Romance, Sci-Fi",,R+ - Mild Nudity,5.821,99012,11509
Kaichuu!,ONA,4,Summer 2010,"None found, add some",Manga,"Comedy, Sports",Crossdressing,PG-13 - Teens 13 or older,5.821,99022,5804
Keroppi in Find the Pink Mushroom,OVA,1,Summer 1993,"None found, add some",Unknown,Fantasy,,G - All Ages,5.821,99032,14759
Ladies versus Butlers! Tokuten Disc Music Clip,Special,1,Spring 2010,Xebec,Light novel,Ecchi,Music,R+ - Mild Nudity,5.821,99042,5365
All That Gundam,Special,1,,Sunrise,Original,"Action, Sci-Fi",Mecha,G - All Ages,5.811,99052,7486
"Animegataris: Yuku Toshi, Kuru Toshi",ONA,1,Winter 2018,WAO World,Original,Comedy,,PG-13 - Teens 13 or older,5.811,99062,11361
Anisama,ONA,1,Summer 2017,"None found, add some",Other,"Adventure, Comedy, Fantasy",,PG - Children,5.811,99072,9826
Antinotice,Music,1,Summer 2011,"None found, add some",Original,,Music,PG-13 - Teens 13 or older,5.811,99082,11057
Beam!,Music,1,Spring 2014,"None found, add some",Original,"Action, Drama","Military, Music",PG-13 - Teens 13 or older,5.811,99092,16378
Behind a Smile,Music,1,Summer 2010,Gonzo,Music,Action,"Music, Mythology",R - 17+ (violence & profanity),5.811,99102,12062
Blue: Line Step Brush,ONA,1,Winter 2020,Wit Studio,Original,"Drama, Slice of Life",,G - All Ages,5.811,99112,10853
Chiisana Ojisan,TV,30,Fall 2012,Kachidoki Studio,Manga,Slice of Life,,G - All Ages,5.811,99122,12743
Dr. Slump: Arale-chan Specials,Special,2,Fall 1981,Toei Animation,Manga,"Comedy, Sci-Fi",Gag Humor,PG-13 - Teens 13 or older,5.811,99132,12118
Dragon Ball Z: Bio-Broly,Movie,1,Summer 1994,Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy","Martial Arts, Super Power",PG-13 - Teens 13 or older,5.811,99142,1630
Moonlight Pierce,OVA,1,Winter 1992,Pierrot,Light novel,"Fantasy, Mystery, Romance",,G - All Ages,5.811,99152,12449
Goddamn,OVA,2,Spring 1990,Studio Signal,Manga,Action,Racing,PG-13 - Teens 13 or older,5.811,99162,8804
Googuri Googuri,Movie,1,,"None found, add some",Original,Fantasy,Music,G - All Ages,5.811,99172,16341
Hane (2015),Music,1,Winter 2016,"None found, add some",Music,,Music,G - All Ages,5.811,99182,14301
Hello Kitty in Cinderella,OVA,1,Fall 2001,"None found, add some",Unknown,Fantasy,,G - All Ages,5.811,99192,13503
